tipo_contrato,puesto,fuente,salario_promedio,empresa,tecnologias,fecha_publicacion,ubicacion
full_time,Semi Senior Desarrollador Python,Jooble,51141.0,No especificado,"Go, TypeScript, Scala, R, React, Angular, Docker, Kubernetes, AI, REST, API, Frontend, Backend, SPA",2025-05-28T16:50:12,"Germany, Spain"
full_time,Senior Desarrollador Mobile,Jooble,54736.0,No especificado,"Python, Java, C#, C++, Go, Scala, Rust, R, SQL, Express, AWS, Azure, GCP, Docker, Kubernetes, AI, CI/CD, API, Backend, SPA",2025-05-27T14:50:59,USA
full_time,Semi Senior Desarrollador React,Jooble,37233.0,No especificado,"Python, JavaScript, Java, C++, Go, Scala, R, React, AWS, Azure, GCP, Docker, Kubernetes, Jenkins, GitLab, AI, DevOps, CI/CD, Agile, Scrum, API, JSON, XML, Backend, TDD, BDD, Excel, JIRA, Confluence, Git",2025-05-26T20:51:55,USA
full_time,Lead Especialista en Ciberseguridad,Jooble,44656.0,No especificado,"R, Elasticsearch, Kubernetes, AI, CI/CD, REST, API, Hadoop, Excel, Git",2025-05-26T20:51:11,Ireland
full_time,Junior Scrum Master,Jooble,65279.0,No especificado,"Java, Go, Kotlin, Scala, R, SQL, Spring, Express, PostgreSQL, Kubernetes, AI, REST, API, Frontend, Backend, SPA, Git",2025-05-26T14:50:12,"USA, Canada"
full_time,Lead Ingeniero en IA,Adzuna,28119.0,No especificado,"Python, C#, C++, Go, TypeScript, R, React, ASP.NET, Rails, AWS, Azure, GCP, GitHub Actions, Machine Learning, AI, DevOps, CI/CD, REST, API, Frontend, Backend, SPA, Excel, JIRA, Git",2025-05-25T22:50:54,Europe
full_time,Junior Desarrollador Frontend,Adzuna,28551.0,No especificado,"Go, R, Express, AWS, AI, API, SPA",2025-05-25T20:50:48,USA
full_time,Lead Desarrollador Mobile,Adzuna,77650.0,No especificado,"C++, Go, Scala, Rust, R, Kubernetes, AI, DevOps, Microservices, API, SPA, Git",2025-05-25T00:50:53,Europe
full_time,Senior Administrador AWS,Jooble,67698.0,No especificado,"Go, Scala, R, React, AWS, AI, REST, API",2025-05-24T18:50:21,"LATAM, USA, Canada"
full_time,Junior Cloud Engineer,Jooble,56843.0,No especificado,"Go, Rust, R, Express, AI, Agile, API, SPA, Git",2025-05-24T10:50:29,USA
full_time,Junior Desarrollador Mobile,Jooble,69892.0,No especificado,"Python, R, AI, REST, API, SPA, Git",2025-05-24T02:51:02,USA
full_time,Senior Technical Lead,Adzuna,71461.0,No especificado,"Python, JavaScript, Java, PHP, Go, R, SQL, React, Vue, Spring, Laravel, MySQL, MongoDB, Redis, Azure, Google Cloud, Kubernetes, AI, CI/CD, API, Backend, SPA",2025-05-24T02:50:46,Australia
full_time,Senior Científico de Datos,Jooble,55273.0,No especificado,"TypeScript, Scala, R, Express, Rails, AI, API, Backend",2025-05-23T22:50:41,USA
full_time,Semi Senior Especialista DevSecOps,Jooble,77492.0,No especificado,"Go, R, AI, API, Excel",2025-05-23T20:51:21,Worldwide
full_time,Junior Especialista en UX/UI,Adzuna,68268.0,No especificado,"Python, C++, Go, R, GCP, AI, REST, API, SPA, Excel, Git",2025-05-23T02:50:33,USA
contract,Senior Desarrollador Java,Adzuna,43581.0,No especificado,"Python, Go, Scala, Rust, R, AWS, Google Cloud, GCP, Kubernetes, GitLab, GitHub Actions, AI, CI/CD, API, SPA, Excel, Git",2025-05-22T20:50:37,LATAM
full_time,Semi Senior Especialista DevSecOps,Adzuna,53003.0,No especificado,"R, AI, REST, API, SPA, Git",2025-05-22T16:50:46,Europe
full_time,Semi Senior Analista de Datos,Adzuna,30260.0,No especificado,"Java, Kotlin, Scala, R, SQL, AI, API, SPA, Excel",2025-05-21T22:50:59,USA
full_time,Junior Product Owner,Adzuna,25735.0,No especificado,"Rust, R, Express, AI, API, SPA",2025-05-21T14:51:22,Ireland
full_time,Lead Ingeniero de QA,Adzuna,76157.0,No especificado,"Python, Go, Rust, R, SQL, Machine Learning, AI, API, SPA, Excel",2025-05-21T02:51:40,USA
full_time,Senior Desarrollador React,Adzuna,63295.0,No especificado,"Python, JavaScript, Java, C#, Go, TypeScript, Scala, R, SQL, AWS, Azure, GCP, Machine Learning, AI, API, UI/UX, SPA, Excel",2025-05-21T02:51:09,Spain
full_time,Lead Desarrollador Mobile,Adzuna,37996.0,No especificado,"C++, Go, Scala, Rust, R, AI, API",2025-05-20T18:50:37,"Europe, UK"
full_time,Semi Senior Analista de BI,Jooble,27473.0,No especificado,"Go, Rust, R, Azure, Docker, Terraform, Ansible, AI, DevOps, CI/CD, Agile, API, SPA, Git",2025-05-20T16:51:17,Serbia
contract,Senior Ingeniero de Machine Learning,Adzuna,69919.0,No especificado,"Python, Go, Scala, R, AWS, Google Cloud, GCP, Docker, Kubernetes, Terraform, AI, DevOps, CI/CD, Agile, API, SPA, Excel, JIRA, Confluence, Git, Linux",2025-05-20T06:51:25,Mexico
full_time,Lead Analista de BI,Adzuna,28993.0,No especificado,"PHP, Go, Ruby, Rust, R, Rails, AI, API, SPA",2025-05-20T06:50:50,UK
full_time,Junior Desarrollador Python,Jooble,71505.0,No especificado,"Python, JavaScript, Java, Go, TypeScript, Scala, Rust, R, React, Angular, Vue, AWS, Azure, GCP, Docker, Kubernetes, AI, Agile, API, Excel, Git",2025-05-19T22:51:03,"Europe, USA, Canada"
full_time,Lead Desarrollador Mobile,Jooble,66172.0,No especificado,"Python, Go, Scala, Rust, R, AWS, Azure, GCP, Docker, Kubernetes, Machine Learning, AI, Deep Learning, CI/CD, Microservices, API, Frontend, Backend, SPA, Excel",2025-05-19T22:51:02,India
full_time,Junior Desarrollador Backend,Adzuna,74874.0,No especificado,"Go, Rust, R, AI, REST, API, SPA, Excel, Git",2025-05-19T12:50:06,USA
full_time,Lead Ingeniero en IA,Adzuna,54474.0,No especificado,"JavaScript, Java, Go, Ruby, TypeScript, Scala, Rust, R, Oracle, AWS, Azure, Jenkins, GitHub Actions, AI, CI/CD, Agile, REST, API, Git",2025-05-18T16:51:12,USA
full_time,Semi Senior Administrador de Sistemas,Adzuna,29436.0,No especificado,"C#, PHP, Scala, R, SQL, React, Laravel, MySQL, PostgreSQL, Redis, Docker, AI, CI/CD, Agile, REST, Microservices, API, Frontend, Backend, Excel, Git",2025-06-14T14:50:47,"USA, Canada"
full_time,Lead Scrum Master,Adzuna,71499.0,No especificado,"Go, Scala, R, React, Angular, AI, REST, API, Frontend, SPA, Excel",2025-05-07T02:50:55,USA
full_time,Senior Desarrollador Mobile,Jooble,34110.0,No especificado,"Go, Scala, R, AI, Agile, API, Frontend, JIRA, Confluence, Git",2025-05-03T08:51:16,UK
full_time,Lead Científico de Datos,Jooble,63246.0,No especificado,"JavaScript, Java, PHP, Go, TypeScript, R, React, Vue, AI, DevOps, Scrum, REST, API, Frontend, Backend, SPA, Git",2025-04-01T18:50:56,Poland
full_time,Lead Ingeniero de QA,Jooble,30282.0,No especificado,"Python, Go, Scala, R, SQL, AI, Agile, API, Frontend, Backend",2025-06-15T10:50:52,Turkey
full_time,Semi Senior Ingeniero de Redes,Adzuna,48314.0,No especificado,"Python, Java, Go, TypeScript, Rust, R, Express, DynamoDB, AWS, Terraform, AI, REST, API, Backend, SPA, Excel",2025-05-17T22:50:59,Mexico
full_time,Junior Desarrollador .NET,Jooble,58656.0,No especificado,"C#, Go, Scala, R, SQL, PostgreSQL, Redis, AWS, Kubernetes, Terraform, AI, CI/CD, REST, GraphQL, API, Backend, Git",2025-05-17T20:51:20,Canada
full_time,Semi Senior Arquitecto de Software,Adzuna,47407.0,No especificado,"Swift, Scala, Rust, R, AI, Agile, REST, GraphQL, API, Backend, Excel, Git",2025-05-09T00:50:18,India
full_time,Junior Cloud Engineer,Jooble,50178.0,No especificado,"Java, Go, Swift, Kotlin, TypeScript, Scala, R, React, Angular, Express, Flutter, MongoDB, Redis, Firebase, AWS, Docker, AI, Scrum, REST, Microservices, API, UI/UX, Backend, SPA, Git",2025-04-11T06:51:01,LATAM
full_time,Lead Administrador de Bases de Datos,Jooble,54897.0,No especificado,"JavaScript, Java, Go, Ruby, Swift, TypeScript, R, SQL, React, Rails, Flutter, PostgreSQL, AWS, Docker, Terraform, AI, CI/CD, Agile, Scrum, API, Frontend, Backend, Excel, Git",2025-04-04T20:51:04,Poland
full_time,Senior Arquitecto de Software,Jooble,56329.0,No especificado,"Go, Swift, Rust, R, Express, Machine Learning, AI, API, SPA",2025-06-17T12:51:11,USA
internship,Semi Senior Ingeniero de Software,Jooble,66716.0,No especificado,"Python, Java, Go, R, Machine Learning, AI, API, SPA, Excel",2025-06-17T12:50:44,USA
full_time,Lead Especialista en UX/UI,Jooble,65311.0,No especificado,"R, Express, Rails, Machine Learning, AI, REST, API, SPA, Git",2025-06-17T02:51:03,India
full_time,Semi Senior Científico de Datos,Jooble,52533.0,No especificado,"Python, R, SQL, Machine Learning, AI, API",2025-06-15T16:51:19,USA
full_time,Semi Senior Desarrollador Mobile,Adzuna,57698.0,No especificado,"Python, Java, Go, R, Machine Learning, AI, Deep Learning, API, SPA, Hadoop, Spark, Git",2025-06-15T02:50:09,India
contract,Lead Desarrollador Backend,Adzuna,38417.0,No especificado,"Python, Go, R, Machine Learning, AI, REST, API, SPA, Excel",2025-06-14T14:50:49,LATAM
contract,Lead Ingeniero en IA,Jooble,77762.0,No especificado,"Go, R, Machine Learning, AI, Agile, Scrum, API, SPA",2025-06-13T14:50:55,Canada
full_time,Lead Arquitecto de Software,Adzuna,35663.0,No especificado,"Python, Go, R, Express, GCP, Machine Learning, AI, Deep Learning, Agile, Microservices, API, SPA, Excel",2025-06-12T18:50:05,USA
full_time,Semi Senior Ingeniero de Redes,Jooble,38301.0,No especificado,"Python, Go, Rust, R, SQL, AWS, Machine Learning, AI, DevOps, API",2025-06-12T14:50:17,USA
full_time,Semi Senior Desarrollador Mobile,Jooble,40854.0,No especificado,"Python, Go, Scala, Rust, R, Kubernetes, GitLab, Terraform, Machine Learning, AI, CI/CD, REST, API, SPA, Excel, Git",2025-06-12T08:50:20,"Europe, UK"
full_time,Semi Senior Desarrollador Mobile,Jooble,78045.0,No especificado,"Python, JavaScript, Java, Go, TypeScript, Scala, R, SQL, React, Django, Flask, Next.js, FastAPI, AWS, Azure, GCP, Docker, Kubernetes, Machine Learning, AI, REST, API, Frontend, Backend, Excel, Git",2025-06-12T02:50:41,"Spain, Azerbaijan"
contract,Senior Científico de Datos,Adzuna,75245.0,No especificado,"Python, R, SQL, AWS, Machine Learning, AI, Agile, API, Tableau, Excel, JIRA, Confluence, Git",2025-06-11T10:50:45,"Georgia, Russia, Kazakhstan"
full_time,Lead Cloud Engineer,Jooble,72888.0,No especificado,"Go, Rust, R, AWS, Machine Learning, AI, API, SPA",2025-06-11T06:50:37,USA
full_time,Junior Especialista en UX/UI,Adzuna,62155.0,No especificado,"Go, R, Machine Learning, AI, API, SPA",2025-06-10T12:51:06,USA
full_time,Junior Ingeniero de Machine Learning,Adzuna,52959.0,No especificado,"Python, Go, R, Machine Learning, AI, Deep Learning, REST, API, Excel",2025-06-10T08:50:52,Brazil
full_time,Senior Desarrollador Blockchain,Jooble,45941.0,No especificado,"Python, Go, R, React, AWS, GitLab, Machine Learning, AI, CI/CD, REST, API, SPA, JIRA, Confluence, Git",2025-06-09T16:51:31,Europe
full_time,Semi Senior Científico de Datos,Jooble,71196.0,No especificado,"Python, Java, Go, R, Machine Learning, AI, Deep Learning, Agile, API, SPA, Hadoop, Spark, Excel, Git",2025-06-09T00:50:57,India
full_time,Semi Senior Product Owner,Adzuna,39030.0,No especificado,"Python, Go, Scala, R, SQL, Express, MySQL, Oracle, Redis, AWS, Azure, GCP, Docker, Kubernetes, Jenkins, Terraform, Ansible, Machine Learning, AI, CI/CD, API, Excel, Git, Linux",2025-06-09T00:50:49,Costa Rica
full_time,Junior Administrador AWS,Adzuna,69914.0,No especificado,"Go, Rust, R, Machine Learning, AI, CI/CD, REST, API, Frontend, Backend, SPA, Excel",2025-06-07T04:50:50,USA
full_time,Lead Desarrollador .NET,Adzuna,48934.0,No especificado,"Python, Go, Scala, Rust, R, SQL, Express, AWS, Azure, GCP, Machine Learning, AI, Agile, API, SPA, Tableau, Power BI",2025-06-05T10:50:42,USA
contract,Junior Ingeniero de Redes,Adzuna,30320.0,No especificado,"Python, Go, Swift, Scala, Rust, R, SQL, PostgreSQL, AWS, Docker, Kubernetes, Machine Learning, AI, API, SPA",2025-06-05T04:51:23,"USA, Ireland, Spain"
full_time,Semi Senior Desarrollador Frontend,Jooble,52776.0,No especificado,"Python, JavaScript, Java, Go, TypeScript, R, SQL, React, Express, PostgreSQL, Azure, Terraform, Machine Learning, AI, GraphQL, API",2025-06-03T16:50:47,"USA, Canada"
full_time,Senior Cloud Engineer,Jooble,66590.0,No especificado,"Python, Go, Scala, R, Express, AWS, Azure, Google Cloud, Kubernetes, Machine Learning, AI, API, Excel, Linux",2025-06-02T16:50:47,USA
part_time,Senior Scrum Master,Jooble,59793.0,No especificado,"Go, R, AWS, Machine Learning, AI, API, Excel, Git",2025-06-01T08:50:51,USA
full_time,Junior Desarrollador Python,Adzuna,27161.0,No especificado,"Go, R, Machine Learning, AI, API, SPA, Excel",2025-06-01T02:51:19,USA
freelance,Junior Analista de Datos,Jooble,64251.0,No especificado,"Go, R, Machine Learning, AI, API, Excel, Git",2025-05-30T14:28:58,USA
full_time,Junior Product Owner,Jooble,40292.0,No especificado,"Go, Rust, R, Express, AWS, Machine Learning, AI, REST, API, SPA, Git",2025-05-30T06:50:44,USA
full_time,Semi Senior Científico de Datos,Adzuna,59990.0,No especificado,"Go, R, Express, Firebase, Azure, Machine Learning, AI, DevOps, REST, API, SPA, Excel, JIRA, Confluence, Git",2025-05-30T04:51:01,Spain
full_time,Lead Administrador AWS,Adzuna,75885.0,No especificado,"Python, Go, Scala, R, AWS, Azure, Jenkins, GitHub Actions, Terraform, Machine Learning, AI, CI/CD, API, Git",2025-05-29T16:50:15,UK
full_time,Senior Ingeniero de QA,Jooble,58161.0,No especificado,"R, Machine Learning, AI, API",2025-05-28T22:50:18,Worldwide
full_time,Junior Desarrollador Java,Jooble,47225.0,No especificado,"Python, Go, Rust, R, Azure, Machine Learning, AI, API, Backend, Excel",2025-05-28T16:50:14,Worldwide
full_time,Lead Desarrollador Java,Adzuna,40172.0,No especificado,"Go, R, Spring, Express, AWS, Machine Learning, AI, REST, API, SPA, Excel",2025-05-26T20:51:24,USA
contract,Senior Product Owner,Adzuna,66825.0,No especificado,"Python, Go, Scala, R, SQL, AWS, Machine Learning, AI, API, SPA, ETL, Spark, Excel",2025-05-26T14:50:11,Mexico
full_time,Lead Cloud Engineer,Jooble,59671.0,No especificado,"Python, Go, Scala, R, AWS, Kubernetes, GitHub Actions, Terraform, Ansible, Machine Learning, AI, CI/CD, API, SPA, Git, Linux",2025-05-25T22:50:54,USA
contract,Senior Product Owner,Jooble,77137.0,No especificado,"Python, Go, Rust, R, AWS, GCP, Docker, Kubernetes, Jenkins, Terraform, Machine Learning, AI, DevOps, CI/CD, Scrum, REST, API, Backend, Git, Linux",2025-05-24T04:51:14,USA
full_time,Lead Technical Lead,Jooble,30525.0,No especificado,"Python, Go, Scala, Rust, R, AWS, Google Cloud, GCP, Kubernetes, Terraform, Machine Learning, AI, DevOps, CI/CD, REST, API, SPA, Git",2025-05-24T02:51:10,USA
full_time,Lead Especialista en UX/UI,Adzuna,43677.0,No especificado,"Go, R, Machine Learning, AI, API, SPA",2025-05-23T20:50:23,USA
full_time,Senior Administrador de Bases de Datos,Jooble,34770.0,No especificado,"Go, R, Express, Machine Learning, AI, REST, API, SPA, Spark, Git",2025-05-23T08:51:02,USA
full_time,Junior Site Reliability Engineer,Jooble,34946.0,No especificado,"Scala, R, Vue, Express, Machine Learning, AI, API, SPA, Tableau, Looker, Excel",2025-05-23T06:50:47,Philippines
full_time,Semi Senior Analista de BI,Adzuna,60745.0,No especificado,"JavaScript, Java, R, Machine Learning, AI, Agile, Scrum, REST, API, SPA",2025-05-21T06:51:20,USA
full_time,Junior Desarrollador Frontend,Adzuna,35089.0,No especificado,"Go, R, SQL, Machine Learning, AI, REST, API, SPA, Excel",2025-05-21T02:51:32,Canada
full_time,Junior Ingeniero de Machine Learning,Adzuna,64724.0,No especificado,"Go, Rust, R, Express, AWS, Machine Learning, AI, REST, API, SPA",2025-05-20T04:50:22,USA
full_time,Senior Analista de BI,Adzuna,47373.0,No especificado,"Python, Go, Scala, Rust, R, SQL, AWS, GCP, Machine Learning, AI, API, Excel",2025-05-20T03:55:52,Worldwide
full_time,Lead Desarrollador Python,Jooble,71299.0,No especificado,"Python, Go, Rust, R, SQL, AWS, GCP, Machine Learning, AI, Agile, API, ETL, Power BI, Excel",2025-05-20T00:51:50,UK
full_time,Semi Senior Technical Lead,Adzuna,34697.0,No especificado,"Go, R, Machine Learning, AI, Agile, API",2025-05-19T10:50:54,USA
full_time,Senior Ingeniero en IA,Adzuna,69186.0,No especificado,"Python, Go, Scala, R, React, Redis, AWS, Azure, GCP, Docker, Kubernetes, Machine Learning, AI, DevOps, CI/CD, REST, API, Backend, SPA, Excel",2025-05-17T20:51:19,Europe
full_time,Lead Desarrollador Mobile,Jooble,42328.0,No especificado,"Go, R, Machine Learning, AI, REST, API, SPA, Excel, Git",2025-05-16T06:50:58,USA
contract,Semi Senior Ingeniero DevOps,Jooble,64392.0,No especificado,"Go, R, AWS, Machine Learning, AI, API, SPA, Excel",2025-05-16T02:50:43,USA
full_time,Lead Scrum Master,Jooble,54325.0,No especificado,"Go, Rust, R, Express, Machine Learning, AI, API, Git",2025-05-14T20:50:57,USA
full_time,Senior Cloud Engineer,Adzuna,73538.0,No especificado,"Python, C++, Scala, Rust, R, Machine Learning, AI, Agile, API, Full Stack, Excel",2025-05-14T18:50:46,"USA, Canada"
full_time,Junior Especialista DevSecOps,Jooble,77631.0,No especificado,"Python, Go, R, SQL, Machine Learning, AI, Agile, REST, API, Tableau, Looker",2025-05-12T18:51:04,"USA, Canada"
full_time,Junior Desarrollador Java,Adzuna,67446.0,No especificado,"Go, R, Machine Learning, AI, REST, API, SPA, Excel, Git",2025-05-12T16:50:15,USA
full_time,Semi Senior Desarrollador Backend,Adzuna,62032.0,No especificado,"Python, Go, R, Machine Learning, AI, Deep Learning, API, Excel",2025-05-11T06:50:34,Worldwide
full_time,Junior Cloud Engineer,Jooble,34302.0,No especificado,"Python, Go, Scala, Rust, R, Vue, Docker, GitHub Actions, Machine Learning, AI, DevOps, CI/CD, API, SPA, Excel, Git, Linux, Windows",2025-05-11T00:50:23,USA
full_time,Semi Senior Scrum Master,Adzuna,40766.0,No especificado,"Go, Scala, R, Machine Learning, AI, API",2025-05-10T06:50:51,USA
full_time,Lead Administrador AWS,Adzuna,71830.0,No especificado,"Python, Go, Rust, R, SQL, Express, Machine Learning, AI, REST, API, Tableau, Looker, Excel, Git",2025-05-10T06:50:03,USA
full_time,Lead Especialista en UX/UI,Jooble,41407.0,No especificado,"Go, R, SQL, Machine Learning, AI, API, Full Stack, SPA",2025-05-08T04:50:11,USA
full_time,Semi Senior Administrador de Bases de Datos,Adzuna,35971.0,No especificado,"Go, Rust, R, Express, AWS, Machine Learning, AI, REST, API, SPA, Excel",2025-05-07T02:51:37,USA
full_time,Lead Desarrollador Python,Adzuna,36239.0,No especificado,"Go, Scala, Rust, R, AWS, Azure, GCP, Kubernetes, Machine Learning, AI, DevOps, CI/CD, API, SPA, Excel",2025-05-07T02:51:06,Germany
full_time,Lead Desarrollador React,Adzuna,36198.0,No especificado,"C++, Go, Swift, R, Machine Learning, AI, API, SPA, Windows",2025-05-04T22:50:17,Northern America
full_time,Senior Ingeniero de Machine Learning,Adzuna,78154.0,No especificado,"Python, Java, C++, Go, R, Machine Learning, AI, REST, API, SPA, Excel",2025-05-04T22:50:17,"Taiwan, China"
full_time,Junior Desarrollador Python,Adzuna,31223.0,No especificado,"Python, R, SQL, Machine Learning, AI, API, Power BI",2025-05-04T04:50:43,"USA, Canada"
full_time,Semi Senior Especialista DevSecOps,Jooble,73784.0,No especificado,"Go, R, Express, AWS, Azure, Docker, Jenkins, Terraform, Ansible, Machine Learning, AI, DevOps, CI/CD, Agile, Microservices, API",2025-05-03T20:50:42,"UK, Canada, India"
full_time,Junior Administrador AWS,Adzuna,36751.0,No especificado,"Swift, R, AI, DevOps, REST, API, SPA",2025-06-17T18:50:10,Philippines
full_time,Junior Desarrollador Blockchain,Adzuna,36355.0,No especificado,"Python, PHP, Go, R, SQL, MySQL, PostgreSQL, MongoDB, AWS, Docker, Kubernetes, GitHub Actions, Terraform, Ansible, AI, DevOps, CI/CD, Microservices, API, SPA, Git, Linux",2025-06-17T12:51:48,Europe
contract,Junior Administrador AWS,Adzuna,62726.0,No especificado,"Python, Go, Scala, R, Elasticsearch, AWS, Kubernetes, GitHub Actions, AI, DevOps, CI/CD, Agile, API, SPA, Excel, Git",2025-06-17T12:51:45,USA
full_time,Junior Desarrollador Python,Adzuna,75182.0,No especificado,"JavaScript, Java, C#, Go, TypeScript, R, SQL, Angular, ASP.NET, SQL Server, Azure, AI, DevOps, CI/CD, Agile, REST, API, Excel, Git",2025-06-15T16:50:30,"UK, India"
contract,Semi Senior Site Reliability Engineer,Adzuna,38186.0,No especificado,"Python, Rust, R, Oracle, Ansible, AI, DevOps, Agile, API, Excel, Git",2025-06-15T16:50:30,USA
